CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
3249,Request For Payment FINAL_APPROVED by SUPERVISOR,17.579886323614087,STAFF MEMBER,SUPERVISOR,project 147860,UNKNOWN,organizational unit 65469,0.0,558.9878408622967,UNKNOWN,request for payment number 162753
3249,,,,,,,,,,,
3249,Payment Handled,17.58999924402175,SYSTEM,UNDEFINED,project 147860,UNKNOWN,organizational unit 65469,0.0,558.9878408622967,UNKNOWN,request for payment number 162753
3250,Request For Payment SUBMITTED by EMPLOYEE,17.577966024909514,STAFF MEMBER,EMPLOYEE,project 147860,UNKNOWN,organizational unit 65469,0.0,8.555936339729032,UNKNOWN,request for payment number 162758
3250,,,,,,,,,,,
3250,Request For Payment FINAL_APPROVED by SUPERVISOR,17.57988729726092,STAFF MEMBER,SUPERVISOR,project 147860,UNKNOWN,organizational unit 65469,0.0,8.555936339729032,UNKNOWN,request for payment number 162758
3250,,,,,,,,,,,
3250,Payment Handled,17.58999924402175,SYSTEM,UNDEFINED,project 147860,UNKNOWN,organizational unit 65469,0.0,8.555936339729032,UNKNOWN,request for payment number 162758
3251,Request For Payment SUBMITTED by EMPLOYEE,17.579042742966802,STAFF MEMBER,EMPLOYEE,project 147546,task 504,organizational unit 65454,0.0,163.6306452689983,activity 505,request for payment number 168156
3251,,,,,,,,,,,
3251,Request For Payment FINAL_APPROVED by SUPERVISOR,17.589677334990327,STAFF MEMBER,SUPERVISOR,project 147546,task 504,organizational unit 65454,0.0,163.6306452689983,activity 505,request for payment number 168156
3251,,,,,,,,,,,
3251,Payment Handled,17.59593029930423,SYSTEM,UNDEFINED,project 147546,task 504,organizational unit 65454,0.0,163.6306452689983,activity 505,request for payment number 168156
3252,Request For Payment SUBMITTED by EMPLOYEE,17.579364869092938,STAFF MEMBER,EMPLOYEE,project 148216,UNKNOWN,organizational unit 65468,0.0,4.8967859170129655,UNKNOWN,request for payment number 170056
3252,,,,,,,,,,,
3252,Request For Payment APPROVED by BUDGET OWNER,17.579914327173135,STAFF MEMBER,BUDGET OWNER,project 148216,UNKNOWN,organizational unit 65468,0.0,4.8967859170129655,UNKNOWN,request for payment number 170056
3252,,,,,,,,,,,
3252,Request Payment,17.595664012001656,SYSTEM,UNDEFINED,project 148216,UNKNOWN,organizational unit 65468,0.0,4.8967859170129655,UNKNOWN,request for payment number 170056
3252,,,,,,,,,,,
3253,Request For Payment SUBMITTED by EMPLOYEE,17.579372662303797,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65473,0.0,49.110980826648905,UNKNOWN,request for payment number 162579
3253,,,,,,,,,,,
3253,Request For Payment FINAL_APPROVED by SUPERVISOR,17.579809587989256,STAFF MEMBER,SUPERVISOR,project 148052,UNKNOWN,organizational unit 65473,0.0,49.110980826648905,UNKNOWN,request for payment number 162579
3253,,,,,,,,,,,
3253,Payment Handled,17.58999924402175,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65473,0.0,49.110980826648905,UNKNOWN,request for payment number 162579
3254,Request For Payment SUBMITTED by EMPLOYEE,17.579420626323927,STAFF MEMBER,EMPLOYEE,project 149322,UNKNOWN,organizational unit 65475,0.0,12.752764207968458,UNKNOWN,request for payment number 167348
3254,,,,,,,,,,,
3254,Request For Payment REJECTED by EMPLOYEE,17.581449289129775,STAFF MEMBER,EMPLOYEE,project 149322,UNKNOWN,organizational unit 65475,0.0,12.752764207968458,UNKNOWN,request for payment number 167348
3254,,,,,,,,,,,
3254,Request For Payment APPROVED by ADMINISTRATION,17.589477779700417,STAFF MEMBER,ADMINISTRATION,project 149322,UNKNOWN,organizational unit 65475,0.0,12.752764207968458,UNKNOWN,request for payment number 167348
3254,,,,,,,,,,,
3254,Request For Payment FINAL_APPROVED by SUPERVISOR,17.595244210545623,STAFF MEMBER,SUPERVISOR,project 149322,UNKNOWN,organizational unit 65475,0.0,12.752764207968458,UNKNOWN,request for payment number 167348
3254,,,,,,,,,,,
3254,Payment Handled,17.60963389343452,SYSTEM,UNDEFINED,project 149322,UNKNOWN,organizational unit 65475,0.0,12.752764207968458,UNKNOWN,request for payment number 167348
3255,Request For Payment SUBMITTED by EMPLOYEE,17.579490457638656,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65465,0.0,263.9128102036826,UNKNOWN,request for payment number 170062
3255,,,,,,,,,,,
3255,Request For Payment APPROVED by BUDGET OWNER,17.677098006306192,STAFF MEMBER,BUDGET OWNER,project 147551,UNKNOWN,organizational unit 65465,0.0,263.9128102036826,UNKNOWN,request for payment number 170062
3255,,,,,,,,,,,
3255,Request Payment,17.731566539998575,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65465,0.0,263.9128102036826,UNKNOWN,request for payment number 170062
3255,,,,,,,,,,,
3256,Request For Payment SUBMITTED by EMPLOYEE,17.579514390730083,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65482,0.0,29.42549559855117,UNKNOWN,request for payment number 170068
3256,,,,,,,,,,,
3256,Request For Payment FINAL_APPROVED by SUPERVISOR,17.579670498354226,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65482,0.0,29.42549559855117,UNKNOWN,request for payment number 170068
3256,,,,,,,,,,,
3256,Payment Handled,17.59593029930423,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65482,0.0,29.42549559855117,UNKNOWN,request for payment number 170068
3257,Request For Payment SUBMITTED by EMPLOYEE,17.57953602742149,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65462,0.0,317.7892846004346,UNKNOWN,request for payment number 168161
3257,,,,,,,,,,,
3257,Request For Payment FINAL_APPROVED by SUPERVISOR,17.58145901034972,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65462,0.0,317.7892846004346,UNKNOWN,request for payment number 168161
3257,,,,,,,,,,,
3257,Payment Handled,17.58999924402175,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65462,0.0,317.7892846004346,UNKNOWN,request for payment number 168161
3258,Request For Payment SUBMITTED by EMPLOYEE,17.579547181845854,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65461,0.0,25.37109837999777,UNKNOWN,request for payment number 165247
3258,,,,,,,,,,,
3258,Request For Payment APPROVED by BUDGET OWNER,17.581461000873578,STAFF MEMBER,BUDGET OWNER,project 147556,UNKNOWN,organizational unit 65461,0.0,25.37109837999777,UNKNOWN,request for payment number 165247
3258,,,,,,,,,,,
3258,Request Payment,17.603922289000597,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65461,0.0,25.37109837999777,UNKNOWN,request for payment number 165247
3258,,,,,,,,,,,
3259,Request For Payment SUBMITTED by EMPLOYEE,17.579551796633687,STAFF MEMBER,EMPLOYEE,project 147556,task 726,organizational unit 65461,0.0,56.71186696705384,activity 505,request for payment number 162763
3259,,,,,,,,,,,
3259,Request For Payment APPROVED by BUDGET OWNER,17.581466509511966,STAFF MEMBER,BUDGET OWNER,project 147556,task 726,organizational unit 65461,0.0,56.71186696705384,activity 505,request for payment number 162763
3259,,,,,,,,,,,
3259,Request Payment,17.589269021353587,SYSTEM,UNDEFINED,project 147556,task 726,organizational unit 65461,0.0,56.71186696705384,activity 505,request for payment number 162763
3259,,,,,,,,,,,
3260,Request For Payment SUBMITTED by EMPLOYEE,17.579555622949158,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65477,0.0,4.324584194890001,UNKNOWN,request for payment number 165253
3260,,,,,,,,,,,
3260,Request For Payment APPROVED by BUDGET OWNER,17.58154265522787,STAFF MEMBER,BUDGET OWNER,project 147546,UNKNOWN,organizational unit 65477,0.0,4.324584194890001,UNKNOWN,request for payment number 165253
3260,,,,,,,,,,,
3260,Request Payment,17.595265372592422,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65477,0.0,4.324584194890001,UNKNOWN,request for payment number 165253
3260,,,,,,,,,,,
3261,Request For Payment SUBMITTED by EMPLOYEE,17.57958282415169,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,5.46902747479667,UNKNOWN,request for payment number 162769
3261,,,,,,,,,,,
3261,Request For Payment FINAL_APPROVED by SUPERVISOR,17.579663008898503,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0.0,5.46902747479667,UNKNOWN,request for payment number 162769
3261,,,,,,,,,,,
3261,Payment Handled,17.582036720868313,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,5.46902747479667,UNKNOWN,request for payment number 162769
3262,Request For Payment SUBMITTED by EMPLOYEE,17.579617746349975,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65462,0.0,262.9797362803863,UNKNOWN,request for payment number 170073
3262,,,,,,,,,,,
3262,Request For Payment APPROVED by BUDGET OWNER,17.58146745847602,STAFF MEMBER,BUDGET OWNER,project 147546,UNKNOWN,organizational unit 65462,0.0,262.9797362803863,UNKNOWN,request for payment number 170073
3262,,,,,,,,,,,
3262,Request Payment,17.593328366670036,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65462,0.0,262.9797362803863,UNKNOWN,request for payment number 170073
3262,,,,,,,,,,,
3263,Request For Payment SUBMITTED by EMPLOYEE,17.57965992498867,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,32.862064324134195,UNKNOWN,request for payment number 168166
3263,,,,,,,,,,,
3263,Request For Payment FINAL_APPROVED by SUPERVISOR,17.579909180882524,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0.0,32.862064324134195,UNKNOWN,request for payment number 168166
3263,,,,,,,,,,,
3263,Payment Handled,17.582036720868313,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,32.862064324134195,UNKNOWN,request for payment number 168166
3264,Request For Payment SUBMITTED by EMPLOYEE,17.57973572149047,STAFF MEMBER,EMPLOYEE,project 150197,task 153632,organizational unit 65469,0.0,1033.2419916272092,activity 505,request for payment number 165022
3264,,,,,,,,,,,
3264,Request For Payment FINAL_APPROVED by SUPERVISOR,17.579897891404485,STAFF MEMBER,SUPERVISOR,project 150197,task 153632,organizational unit 65469,0.0,1033.2419916272092,activity 505,request for payment number 165022
3264,,,,,,,,,,,
3264,Payment Handled,17.58999924402175,SYSTEM,UNDEFINED,project 150197,task 153632,organizational unit 65469,0.0,1033.2419916272092,activity 505,request for payment number 165022
3265,Request For Payment SUBMITTED by EMPLOYEE,17.579812996010535,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65473,0.0,79.67894135150107,UNKNOWN,request for payment number 168171
3265,,,,,,,,,,,
3265,Request For Payment APPROVED by BUDGET OWNER,17.579878024395448,STAFF MEMBER,BUDGET OWNER,project 147556,UNKNOWN,organizational unit 65473,0.0,79.67894135150107,UNKNOWN,request for payment number 168171
3265,,,,,,,,,,,
3265,Request Payment,17.591312133001303,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65473,0.0,79.67894135150107,UNKNOWN,request for payment number 168171
3265,,,,,,,,,,,
3266,Request For Payment SUBMITTED by EMPLOYEE,17.579813923361254,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65469,0.0,14.559327350908491,UNKNOWN,request for payment number 168177
3266,,,,,,,,,,,
3266,Request For Payment FINAL_APPROVED by SUPERVISOR,17.579899328675708,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65469,0.0,14.559327350908491,UNKNOWN,request for payment number 168177
3266,,,,,,,,,,,
3266,Payment Handled,17.58999924402175,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65469,0.0,14.559327350908491,UNKNOWN,request for payment number 168177
3267,Request For Payment SUBMITTED by EMPLOYEE,17.579890565925503,STAFF MEMBER,EMPLOYEE,project 503,task 9127,organizational unit 65458,0.0,177.37711394155446,activity 505,request for payment number 165259
3267,,,,,,,,,,,
3267,Request For Payment REJECTED by EMPLOYEE,17.579915393518327,STAFF MEMBER,EMPLOYEE,project 503,task 9127,organizational unit 65458,0.0,177.37711394155446,activity 505,request for payment number 165259
3267,,,,,,,,,,,
3267,Request For Payment REJECTED by ADMINISTRATION,17.579957072815706,STAFF MEMBER,ADMINISTRATION,project 503,task 9127,organizational unit 65458,0.0,177.37711394155446,activity 505,request for payment number 165259
3267,,,,,,,,,,,
3267,Request For Payment SUBMITTED by EMPLOYEE,17.58147201812001,STAFF MEMBER,EMPLOYEE,project 503,task 9127,organizational unit 65458,0.0,177.37711394155446,activity 505,request for payment number 165259
3267,,,,,,,,,,,
3267,Request For Payment FINAL_APPROVED by SUPERVISOR,17.595684412148948,STAFF MEMBER,SUPERVISOR,project 503,task 9127,organizational unit 65458,0.0,177.37711394155446,activity 505,request for payment number 165259
3267,,,,,,,,,,,
3267,Payment Handled,17.617380291918256,SYSTEM,UNDEFINED,project 503,task 9127,organizational unit 65458,0.0,177.37711394155446,activity 505,request for payment number 165259
3268,Request For Payment SUBMITTED by EMPLOYEE,17.57999566750138,STAFF MEMBER,EMPLOYEE,project 147546,task 147866,organizational unit 65457,0.0,10.306487780144122,activity 505,request for payment number 161206
3268,,,,,,,,,,,
3268,Request For Payment FINAL_APPROVED by SUPERVISOR,17.581370242845033,STAFF MEMBER,SUPERVISOR,project 147546,task 147866,organizational unit 65457,0.0,10.306487780144122,activity 505,request for payment number 161206
3268,,,,,,,,,,,
3268,Payment Handled,17.58999924402175,SYSTEM,UNDEFINED,project 147546,task 147866,organizational unit 65457,0.0,10.306487780144122,activity 505,request for payment number 161206
3269,Request For Payment SUBMITTED by EMPLOYEE,17.58013380804231,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65463,0.0,396.2099608787707,UNKNOWN,request for payment number 170634
3269,,,,,,,,,,,
3269,Request For Payment FINAL_APPROVED by SUPERVISOR,17.58135732634281,STAFF MEMBER,SUPERVISOR,project 148052,UNKNOWN,organizational unit 65463,0.0,396.2099608787707,UNKNOWN,request for payment number 170634
3269,,,,,,,,,,,
3269,Payment Handled,17.58999924402175,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65463,0.0,396.2099608787707,UNKNOWN,request for payment number 170634
3270,Request For Payment SUBMITTED by EMPLOYEE,17.580436259918514,STAFF MEMBER,EMPLOYEE,project 147546,task 164473,organizational unit 65454,0.0,110.6891911624779,activity 505,request for payment number 164472
3270,,,,,,,,,,,
3270,Request For Payment FINAL_APPROVED by SUPERVISOR,17.58130352893693,STAFF MEMBER,SUPERVISOR,project 147546,task 164473,organizational unit 65454,0.0,110.6891911624779,activity 505,request for payment number 164472
3270,,,,,,,,,,,
3270,Payment Handled,17.59593029930423,SYSTEM,UNDEFINED,project 147546,task 164473,organizational unit 65454,0.0,110.6891911624779,activity 505,request for payment number 164472
3271,Request For Payment SUBMITTED by EMPLOYEE,17.58046925250531,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65463,0.0,14.135263306314316,UNKNOWN,UNKNOWN
3271,,,,,,,,,,,
3271,Request For Payment REJECTED by EMPLOYEE,17.581361076312255,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65463,0.0,14.135263306314316,UNKNOWN,UNKNOWN
3272,Request For Payment SUBMITTED by EMPLOYEE,17.58047265827918,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65463,0.0,1.4135263306314316,UNKNOWN,UNKNOWN
3272,,,,,,,,,,,
3272,Request For Payment REJECTED by EMPLOYEE,17.58136234944683,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65463,0.0,1.4135263306314316,UNKNOWN,UNKNOWN
3273,Request For Payment SUBMITTED by EMPLOYEE,17.581379432441274,STAFF MEMBER,EMPLOYEE,project 147588,UNKNOWN,organizational unit 65480,0.0,46.32572816750936,UNKNOWN,request for payment number 165270
3273,,,,,,,,,,,
3273,Request For Payment APPROVED by BUDGET OWNER,17.581396630879365,STAFF MEMBER,BUDGET OWNER,project 147588,UNKNOWN,organizational unit 65480,0.0,46.32572816750936,UNKNOWN,request for payment number 165270
3273,,,,,,,,,,,
3273,Request Payment,17.60507178446691,SYSTEM,UNDEFINED,project 147588,UNKNOWN,organizational unit 65480,0.0,46.32572816750936,UNKNOWN,request for payment number 165270
3273,,,,,,,,,,,
3274,Request For Payment SUBMITTED by EMPLOYEE,17.5813981817334,STAFF MEMBER,EMPLOYEE,project 151278,UNKNOWN,organizational unit 65462,0.0,130.47423849808797,UNKNOWN,request for payment number 165276
3274,,,,,,,,,,,
3274,Request For Payment APPROVED by BUDGET OWNER,17.581472689334884,STAFF MEMBER,BUDGET OWNER,project 151278,UNKNOWN,organizational unit 65462,0.0,130.47423849808797,UNKNOWN,request for payment number 165276
3274,,,,,,,,,,,
3274,Request Payment,17.583758892781336,SYSTEM,UNDEFINED,project 151278,UNKNOWN,organizational unit 65462,0.0,130.47423849808797,UNKNOWN,request for payment number 165276
3274,,,,,,,,,,,
3275,Request For Payment SUBMITTED by EMPLOYEE,17.58142669850131,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65468,0.0,104.93724451332776,UNKNOWN,request for payment number 165282
3275,,,,,,,,,,,
3275,Request For Payment FINAL_APPROVED by SUPERVISOR,17.581465722565483,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65468,0.0,104.93724451332776,UNKNOWN,request for payment number 165282
3275,,,,,,,,,,,
3275,Payment Handled,17.623151591027124,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65468,0.0,104.93724451332776,UNKNOWN,request for payment number 165282
3276,Request For Payment SUBMITTED by EMPLOYEE,17.58142850391866,STAFF MEMBER,EMPLOYEE,project 151278,UNKNOWN,organizational unit 65465,0.0,173.36964213384124,UNKNOWN,request for payment number 165287
3276,,,,,,,,,,,
3276,Request For Payment APPROVED by BUDGET OWNER,17.58144574780474,STAFF MEMBER,BUDGET OWNER,project 151278,UNKNOWN,organizational unit 65465,0.0,173.36964213384124,UNKNOWN,request for payment number 165287
3276,,,,,,,,,,,
3276,Request Payment,17.595178963789582,SYSTEM,UNDEFINED,project 151278,UNKNOWN,organizational unit 65465,0.0,173.36964213384124,UNKNOWN,request for payment number 165287
3276,,,,,,,,,,,
3277,Request For Payment SUBMITTED by EMPLOYEE,17.581469148092715,STAFF MEMBER,EMPLOYEE,project 151278,task 66326,organizational unit 65454,0.0,207.62833945927247,activity 505,request for payment number 163962
3277,,,,,,,,,,,
3277,Request For Payment REJECTED by SUPERVISOR,17.58958575847437,STAFF MEMBER,SUPERVISOR,project 151278,task 66326,organizational unit 65454,0.0,207.62833945927247,activity 505,request for payment number 163962
